customer_id,full_name,age,gender,marital_status,city,state,education,employment_type,years_of_experience,monthly_income,loan_id,loan_type,loan_amount,loan_tenure_months,interest_rate,emi_amount,loan_purpose,loan_application_date,loan_approval_status,credit_score,existing_loans,total_existing_debt,debt_to_income_ratio,collateral_value,co_applicant,repayment_status,missed_payments,default_status,days_past_due,recovery_amount
CUST11290,Jyoti Naidu,36,Male,Married,Jaipur,Rajasthan,Graduate,Self-Employed,13,153222,LOAN21290,Business Loan,1023000,24,12.46,48376,Startup Funding,2020-12-01,Approved,783,2,139900,1.23,1486924,No,On Time,0,0,0,
CUST11291,Poonam Bhatia,29,Male,Single,Jaipur,Rajasthan,Graduate,Salaried,8,149433,LOAN21291,Education Loan,1511000,60,9.86,32000,Postgraduate Studies,2022-04-14,Approved,767,1,20918,0.35,1880439,No,On Time,0,0,0,
CUST11292,Swati Rao,36,Male,Single,Nagpur,Maharashtra,12th Pass,Self-Employed,15,133435,LOAN21292,Business Loan,4315000,24,10.23,199573,Equipment Purchase,2024-05-10,Approved,660,1,24242,1.68,,,Late,6,1,713,1883555
CUST11293,Smita Bhatia,29,Female,Single,Surat,Gujarat,Graduate,Self-Employed,6,287184,LOAN21293,Personal Loan,416000,24,12.57,19693,Medical Emergency,2022-12-18,Approved,706,2,145008,0.57,605915,Yes,On Time,0,0,0,
CUST11294,Vikas Reddy,25,Male,Single,Pune,Maharashtra,Graduate,Salaried,6,169899,LOAN21294,Business Loan,864000,60,15.81,20923,Equipment Purchase,2024-08-17,Approved,724,0,0,0.12,,No,On Time,0,0,0,
CUST11295,Manish Patil,35,Male,Married,Pune,Maharashtra,Graduate,Salaried,15,116947,LOAN21295,Home Loan,2569000,300,14.17,31259,Home Construction,2020-08-27,Approved,749,1,70377,0.87,3304647,Yes,On Time,0,0,0,
CUST11296,Kiran Chopra,45,Male,Married,Surat,Gujarat,Graduate,Business Owner,23,432154,LOAN21296,Car Loan,1033000,72,9.46,18857,New Car Purchase,2024-01-06,Approved,553,1,29749,0.11,1098914,No,Late,2,0,37,
CUST11297,Vidya Joshi,39,Male,Single,Nagpur,Maharashtra,12th Pass,Business Owner,17,439680,LOAN21297,Personal Loan,519000,24,10.89,24162,Wedding Expenses,2021-12-04,Approved,606,3,158247,0.41,514318,No,On Time,0,0,0,
CUST11298,Poonam Mehta,26,Male,Married,Jaipur,Rajasthan,Graduate,Salaried,6,248065,LOAN21298,Personal Loan,73000,48,10.45,1867,Debt Consolidation,2020-10-19,Approved,665,0,0,0.01,108910,No,On Time,0,0,0,
CUST11299,Abhishek Bansal,48,Male,Married,Mumbai,Maharashtra,Graduate,Salaried,28,153394,LOAN21299,Business Loan,4335000,48,15.05,120756,Startup Funding,2021-06-06,Approved,653,0,0,0.79,6049170,No,Defaulted,12,1,606,677440
CUST11300,Suresh Patil,29,Female,Single,Bangalore,Karnataka,12th Pass,Business Owner,8,439494,LOAN21300,Car Loan,1388000,60,9.77,29334,New Car Purchase,2022-02-18,Approved,512,1,48399,0.18,1628946,No,Defaulted,11,1,493,365506
CUST11301,Ashok Desai,45,Female,Widowed,Mumbai,Maharashtra,Post Graduate,Salaried,22,125036,LOAN21301,Business Loan,3842000,36,18.07,139032,Business Expansion,2022-03-23,Approved,674,2,124912,2.11,4692159,,On Time,0,0,0,
CUST11302,Mahesh Menon,21,Female,Married,Kolkata,West Bengal,Graduate,Self-Employed,0,101182,LOAN21302,Personal Loan,282000,12,13.62,25269,Wedding Expenses,2024-11-26,Approved,624,1,15393,0.4,285830,No,Late,2,0,54,
CUST11303,Smita Joshi,21,Female,Married,Kolkata,West Bengal,Post Graduate,Salaried,0,134301,LOAN21303,Car Loan,1172000,48,7.66,28425,Used Car Purchase,2024-06-02,Approved,718,0,0,0.21,976358,No,On Time,0,0,0,
CUST11304,Ravi Joshi,21,Male,Married,Jaipur,Rajasthan,Graduate,Salaried,1,94287,LOAN21304,Personal Loan,423000,24,7.69,19071,Travel,2022-03-04,Approved,615,1,48375,0.72,,Yes,On Time,0,0,0,
CUST11305,Kavita More,43,Female,Married,Chennai,Tamil Nadu,Graduate,Self-Employed,22,139756,LOAN21305,Education Loan,1294000,60,13.03,29462,Postgraduate Studies,2024-01-16,Approved,796,1,12556,0.3,1516016,No,Defaulted,6,1,527,574492
CUST11306,Ajay Chavan,30,Male,Married,Bangalore,Karnataka,Graduate,Salaried,8,204588,LOAN21306,Education Loan,735000,84,8.95,11806,Abroad Studies,2020-03-29,Approved,598,1,61563,0.36,930278,No,On Time,0,0,0,
CUST11307,Rajesh Yadav,45,Female,Married,Bangalore,Karnataka,12th Pass,Salaried,21,218911,LOAN21307,Car Loan,1092000,48,16.16,31037,New Car Purchase,2020-08-27,Approved,652,2,104830,0.62,1340863,No,On Time,0,0,0,
CUST11308,Deepak Mishra,40,Male,Married,Nagpur,Maharashtra,Graduate,Salaried,16,177052,LOAN21308,Personal Loan,688000,12,11.15,60854,Wedding Expenses,2023-07-24,Approved,546,0,0,0.34,564558,No,On Time,0,0,0,
CUST11309,Meera Nair,21,Female,Married,Hyderabad,Telangana,Graduate,Salaried,1,234480,LOAN21309,Education Loan,567000,120,12.31,8236,Undergraduate Studies,2020-07-16,Approved,574,0,0,0.04,577647,No,On Time,0,0,0,
CUST11310,Rahul Pandey,25,Male,Divorced,Pune,Maharashtra,Graduate,Salaried,2,237993,LOAN21310,Business Loan,972000,24,15.65,47429,Startup Funding,2020-09-18,Approved,875,2,68452,0.49,1410724,,On Time,0,0,0,
CUST11311,Aishwarya Shah,23,Male,Married,Lucknow,Uttar Pradesh,12th Pass,Salaried,2,42304,LOAN21311,Personal Loan,568000,24,12.18,26785,Travel,2023-01-02,Rejected,690,2,84586,2.63,675340,No,,,,,
CUST11312,Nilesh Yadav,38,Male,Single,Nagpur,Maharashtra,Graduate,Salaried,18,191399,LOAN21312,Car Loan,940000,48,14.99,26156,Used Car Purchase,2020-10-13,Approved,437,1,50976,0.4,,,On Time,0,0,0,
CUST11313,Sanjay Singh,29,Female,Married,Mumbai,Maharashtra,Graduate,Business Owner,7,463673,LOAN21313,Car Loan,409000,84,16.87,8327,New Car Purchase,2022-01-13,Approved,778,1,50437,0.13,401158,Yes,Late,1,0,23,
CUST11314,Swati Shah,25,Male,Single,Bangalore,Karnataka,Graduate,Salaried,4,100995,LOAN21314,Personal Loan,604000,36,8.73,19131,Debt Consolidation,2020-08-31,Approved,670,3,170142,1.87,780144,No,On Time,0,0,0,
CUST11315,Neha Pandey,46,Male,Single,Mumbai,Maharashtra,12th Pass,Salaried,24,55949,LOAN21315,Business Loan,2440000,60,13.12,55667,Business Expansion,2021-03-31,Approved,626,0,0,0.99,2323956,,Defaulted,11,1,705,765091
CUST11316,Aditya Bhatia,21,Male,Single,Ahmedabad,Gujarat,Post Graduate,Salaried,1,158052,LOAN21316,Education Loan,1221000,60,16.43,29972,Abroad Studies,2020-05-19,Approved,644,3,168657,1.26,1386986,No,On Time,0,0,0,
CUST11317,Nilesh Singh,35,Female,Married,Hyderabad,Telangana,12th Pass,Salaried,12,199626,LOAN21317,Personal Loan,178000,48,15.11,4963,Debt Consolidation,2021-10-31,Approved,484,0,0,0.02,233225,No,Defaulted,12,1,199,78814
CUST11318,Ganesh More,34,Male,Single,Bangalore,Karnataka,Below 10th,Salaried,13,147528,LOAN21318,Home Loan,5665000,120,15.59,93453,Home Construction,2024-02-29,Approved,682,2,119326,1.44,6881518,No,Late,9,1,229,2196863
CUST11319,Poonam Reddy,46,Male,Married,Lucknow,Uttar Pradesh,Post Graduate,Self-Employed,25,259337,LOAN21319,Business Loan,2697000,48,8.08,65942,Business Expansion,2023-11-13,Approved,628,1,14840,0.31,,Yes,On Time,0,0,0,
CUST11320,Yogesh Chavan,41,Male,Single,Lucknow,Uttar Pradesh,Graduate,Salaried,22,137425,LOAN21320,Education Loan,813000,60,8.55,16699,Undergraduate Studies,2023-01-11,Approved,779,1,63686,0.58,815728,Yes,On Time,0,0,0,
CUST11321,Vinod Arora,28,Male,Married,Bangalore,Karnataka,Graduate,Salaried,8,63572,LOAN21321,Business Loan,4340000,48,12.32,114971,Equipment Purchase,2024-08-14,Approved,613,1,74261,2.98,5628915,No,On Time,0,0,0,
CUST11322,Vidya Jain,51,Male,Married,Mumbai,Maharashtra,Graduate,Self-Employed,28,43442,LOAN21322,Business Loan,1703000,24,12.35,80444,Startup Funding,2024-02-06,Approved,688,0,0,1.85,1719123,No,On Time,0,0,0,
CUST11323,Amit Saxena,33,Male,Married,Mumbai,Maharashtra,Post Graduate,Salaried,11,231741,LOAN21323,Car Loan,1409000,60,17.57,35450,Used Car Purchase,2021-11-04,Approved,852,2,45920,0.35,1911116,No,On Time,0,0,0,
CUST11324,Ravi Arora,32,Male,Single,Pune,Maharashtra,12th Pass,Self-Employed,8,220753,LOAN21324,Car Loan,682000,48,14.52,18815,New Car Purchase,2022-12-17,Approved,762,0,0,0.09,752990,No,On Time,0,0,0,
CUST11325,Vikas Chopra,44,Female,Single,Pune,Maharashtra,Post Graduate,Salaried,22,192368,LOAN21325,Home Loan,4323000,120,17.26,75846,Home Purchase,2024-02-20,Approved,678,2,63758,0.73,4805906,Yes,On Time,0,0,0,
CUST11326,Jyoti Choudhary,33,Male,Married,Jaipur,Rajasthan,Below 10th,Self-Employed,10,59398,LOAN21326,Business Loan,2353000,48,8.48,57975,Equipment Purchase,2024-03-04,Approved,655,3,228411,4.82,1916441,Yes,On Time,0,0,0,
CUST11327,Nilesh Tiwari,29,Male,Single,Nagpur,Maharashtra,Graduate,Self-Employed,10,151569,LOAN21327,Personal Loan,463000,12,15.71,41944,Medical Emergency,2020-09-06,Approved,682,0,0,0.28,396269,Yes,On Time,0,0,0,
CUST11328,Vijay Pawar,32,Male,Married,Nagpur,Maharashtra,Graduate,Self-Employed,13,147960,LOAN21328,Personal Loan,380000,36,8.83,12053,Debt Consolidation,2020-03-27,Approved,702,1,17742,0.2,391271,No,Late,7,1,425,
CUST11329,Anil Pawar,52,Male,Married,Delhi,Delhi,12th Pass,Salaried,33,151114,LOAN21329,Business Loan,4367000,36,11.91,144859,Equipment Purchase,2023-11-28,Approved,733,3,238770,2.54,4652515,Yes,On Time,0,0,0,
CUST11330,Vinod Mittal,25,Female,Married,Chennai,Tamil Nadu,Post Graduate,Salaried,5,73753,LOAN21330,Education Loan,614000,60,11.39,13469,Abroad Studies,2020-05-03,Approved,700,2,21864,0.48,725248,No,On Time,0,0,0,
CUST11331,Rajesh More,47,Male,Married,Ahmedabad,Gujarat,Graduate,Salaried,28,86499,LOAN21331,Car Loan,816000,36,14.66,28151,Used Car Purchase,2024-08-07,Approved,836,1,59227,1.01,931170,No,Late,7,1,342,358567
CUST11332,Aditya Mehta,31,Male,Single,Kolkata,West Bengal,Graduate,Self-Employed,8,218986,LOAN21332,Business Loan,4455000,60,9.5,93563,Business Expansion,2024-10-17,Approved,700,2,61524,0.71,4879458,No,On Time,0,0,0,
CUST11333,Mohan Mishra,38,Female,Widowed,Kolkata,West Bengal,Graduate,Salaried,14,178124,LOAN21333,Home Loan,4668000,240,10.32,46041,Home Renovation,2023-10-30,Approved,628,1,64029,0.62,,Yes,On Time,0,0,0,
CUST11334,Nilesh Pandey,46,Male,Married,Hyderabad,Telangana,Graduate,Salaried,26,35653,LOAN21334,Home Loan,6825000,240,12.01,75196,Home Construction,2020-03-28,Rejected,475,1,58929,3.76,5639029,No,,,,,
CUST11335,Anil Kapoor,27,Female,Married,Delhi,Delhi,Graduate,Salaried,3,142832,LOAN21335,Personal Loan,326000,24,12.85,15475,Wedding Expenses,2022-05-14,Approved,765,0,0,0.11,376978,,On Time,0,0,0,
CUST11336,Vishal Jain,35,Male,Married,Delhi,Delhi,Graduate,Salaried,15,73176,LOAN21336,Car Loan,964000,48,17.69,28161,Used Car Purchase,2023-03-23,Approved,803,4,63540,1.25,1042558,Yes,On Time,0,0,0,
CUST11337,Nisha Sharma,27,Male,Married,Jaipur,Rajasthan,Post Graduate,Salaried,4,147163,LOAN21337,Education Loan,463000,120,13.4,7022,Postgraduate Studies,2023-06-10,Approved,614,1,76734,0.57,457784,No,On Time,0,0,0,
CUST11338,Vidya Pillai,21,Female,Married,Kolkata,West Bengal,12th Pass,Salaried,2,229334,LOAN21338,Car Loan,1251000,48,16.8,35968,New Car Purchase,2022-07-17,Approved,655,3,134547,0.74,1019428,Yes,On Time,0,0,0,
CUST11339,Tanvi Joshi,45,Male,Single,Chennai,Tamil Nadu,Graduate,Business Owner,23,471886,LOAN21339,Business Loan,794000,36,10.86,25941,Working Capital,2023-04-24,Approved,689,4,304176,0.7,1136056,Yes,On Time,0,0,0,
CUST11340,Rahul Bhatia,31,Female,Divorced,Delhi,Delhi,12th Pass,Self-Employed,12,276861,LOAN21340,Personal Loan,295000,24,11.95,13879,Debt Consolidation,2022-07-09,Approved,604,0,0,0.05,255471,No,Defaulted,8,1,287,123445
CUST11341,Rohit Verma,21,Male,Widowed,Nagpur,Maharashtra,Graduate,Salaried,1,239788,LOAN21341,Personal Loan,183000,48,8.97,4551,Travel,2024-05-31,Approved,839,0,0,0.02,264742,,On Time,0,0,0,
CUST11342,Amit Srivastava,42,Male,Single,Mumbai,Maharashtra,Graduate,Salaried,23,195515,LOAN21342,Car Loan,1046000,72,12.58,20766,New Car Purchase,2021-07-03,Approved,628,3,139902,0.82,,,On Time,0,0,0,
CUST11343,Manish Joshi,39,Female,Married,Jaipur,Rajasthan,Post Graduate,Salaried,16,129850,LOAN21343,Car Loan,634000,60,11.58,13968,New Car Purchase,2024-09-16,Approved,637,0,0,0.11,,Yes,On Time,0,0,0,
CUST11344,Arjun Shah,33,Male,Married,Bangalore,Karnataka,Graduate,Self-Employed,13,125049,LOAN21344,Personal Loan,538000,12,13.96,48295,Debt Consolidation,2020-11-05,Approved,673,1,61088,0.87,756366,No,Defaulted,10,1,395,103705
CUST11345,Aarav Shinde,50,Female,Married,Surat,Gujarat,Post Graduate,Self-Employed,31,299407,LOAN21345,Home Loan,7149000,180,9.4,74220,Home Purchase,2020-08-08,Approved,492,2,159872,0.78,5977510,No,On Time,0,0,0,
CUST11346,Girish Gupta,44,Female,Single,Ahmedabad,Gujarat,Graduate,Salaried,20,247648,LOAN21346,Personal Loan,206000,60,11.89,4570,Wedding Expenses,2020-04-24,Approved,627,0,0,0.02,169385,No,On Time,0,0,0,
CUST11347,Rekha Mehta,36,Female,Married,Pune,Maharashtra,12th Pass,Business Owner,16,361414,LOAN21347,Home Loan,4523000,180,12.0,54283,Home Renovation,2023-04-09,Approved,622,0,0,0.15,,Yes,Defaulted,6,1,229,2256844
CUST11348,Aarav Verma,39,Female,Married,Ahmedabad,Gujarat,12th Pass,Business Owner,16,144434,LOAN21348,Car Loan,1267000,36,9.58,40633,New Car Purchase,2023-09-02,Approved,798,1,69175,0.76,1096546,Yes,Late,2,0,57,
CUST11349,Akash Reddy,28,Female,Married,Ahmedabad,Gujarat,Graduate,Salaried,5,212816,LOAN21349,Home Loan,3057000,120,7.77,36719,Home Construction,2021-10-09,Approved,678,0,0,0.17,4141143,No,On Time,0,0,0,
CUST11350,Akash Malhotra,27,Male,Single,Mumbai,Maharashtra,Graduate,Self-Employed,6,130611,LOAN21350,Education Loan,638000,84,10.19,10654,Undergraduate Studies,2020-10-23,Approved,804,0,0,0.08,641314,No,On Time,0,0,0,
CUST11351,Deepika Rao,54,Female,Married,Mumbai,Maharashtra,Post Graduate,Salaried,31,233577,LOAN21351,Personal Loan,408000,24,9.86,18800,Travel,2024-03-26,Approved,666,0,0,0.08,535621,No,On Time,0,0,0,
CUST11352,Varsha Agarwal,33,Male,Married,Ahmedabad,Gujarat,12th Pass,Self-Employed,10,210220,LOAN21352,Personal Loan,444000,60,7.75,8949,Wedding Expenses,2022-05-11,Approved,768,0,0,0.04,425021,No,On Time,0,0,0,
CUST11353,Nikhil Bansal,42,Male,Divorced,Mumbai,Maharashtra,Graduate,Salaried,23,214763,LOAN21353,Business Loan,1623000,48,17.93,47616,Equipment Purchase,2023-04-11,Approved,722,2,111948,0.74,,,Late,11,1,685,236080
CUST11354,Usha Choudhary,33,Female,Single,Kolkata,West Bengal,Post Graduate,Salaried,12,206931,LOAN21354,Business Loan,2895000,60,10.31,61952,Startup Funding,2024-06-08,Approved,548,1,77331,0.67,2573166,No,On Time,0,0,0,
CUST11355,Manish Pawar,52,Female,Single,Ahmedabad,Gujarat,Post Graduate,Salaried,30,234763,LOAN21355,Home Loan,1698000,180,12.32,20729,Home Renovation,2023-02-15,Approved,705,2,43218,0.27,1488593,,Late,9,1,397,
CUST11356,Ravi Garg,24,Female,Married,Surat,Gujarat,Post Graduate,Salaried,5,180698,LOAN21356,Education Loan,1702000,120,17.77,30415,Undergraduate Studies,2022-03-15,Approved,591,0,0,0.17,2297353,No,On Time,0,0,0,
CUST11357,Sanjay Patel,22,Female,Single,Kolkata,West Bengal,Graduate,Business Owner,0,299990,LOAN21357,Education Loan,345000,60,13.81,7993,Abroad Studies,2022-04-20,Approved,590,0,0,0.03,321279,No,Late,10,1,241,96475
CUST11358,Pratik Sharma,37,Male,Married,Delhi,Delhi,Graduate,Salaried,14,204459,LOAN21358,Home Loan,1516000,120,7.73,18177,Home Renovation,2022-11-28,Approved,684,2,118802,0.67,1522342,Yes,Defaulted,3,1,93,584976
CUST11359,Swati Garg,35,Male,Married,Pune,Maharashtra,Graduate,Salaried,11,95068,LOAN21359,Personal Loan,314000,12,11.97,27894,Medical Emergency,2020-02-17,Approved,581,1,22103,0.53,416702,No,On Time,0,0,0,
CUST11360,Jyoti Saxena,35,Male,Married,Surat,Gujarat,Post Graduate,Salaried,15,177899,LOAN21360,Car Loan,1415000,84,15.49,27695,New Car Purchase,2022-03-06,Approved,704,0,0,0.16,1858091,No,On Time,0,0,0,
CUST11361,Rashmi Bansal,42,Female,Divorced,Chennai,Tamil Nadu,Graduate,Self-Employed,21,254204,LOAN21361,Home Loan,3664000,300,10.19,33786,Home Purchase,2020-02-17,Approved,637,2,155016,0.74,3493194,No,Late,10,1,174,1325252
CUST11362,Amit Nair,27,Female,Married,Pune,Maharashtra,Post Graduate,Salaried,8,161357,LOAN21362,Personal Loan,683000,60,14.6,16105,Travel,2021-11-06,Approved,681,1,75699,0.57,820509,No,On Time,0,0,0,
CUST11363,Usha Sharma,38,Male,Married,Pune,Maharashtra,Graduate,Salaried,16,67902,LOAN21363,Car Loan,726000,60,15.89,17612,Used Car Purchase,2022-04-25,Approved,704,1,63885,1.2,,No,On Time,0,0,0,
CUST11364,Sneha Jadhav,31,Male,Married,Chennai,Tamil Nadu,Post Graduate,Self-Employed,10,122023,LOAN21364,Business Loan,4204000,36,15.38,146516,Business Expansion,2020-04-29,Approved,674,2,56162,1.66,5258252,,On Time,0,0,0,
CUST11365,Nisha Bhatia,29,Male,Single,Nagpur,Maharashtra,Graduate,Self-Employed,6,270313,LOAN21365,Education Loan,1468000,60,13.15,33514,Abroad Studies,2024-04-19,Approved,786,1,47877,0.3,1327812,Yes,On Time,0,0,0,
CUST11366,Akash Kapoor,29,Male,Single,Bangalore,Karnataka,Post Graduate,Salaried,10,215821,LOAN21366,Car Loan,981000,48,12.64,26142,Used Car Purchase,2023-07-28,Approved,501,0,0,0.12,894513,No,Defaulted,4,1,253,584916
CUST11367,Priya Mehta,49,Male,Married,Kolkata,West Bengal,Post Graduate,Salaried,30,84290,LOAN21367,Business Loan,3285000,24,13.54,157009,Startup Funding,2020-05-22,Approved,900,0,0,1.86,4868984,No,On Time,0,0,0,
CUST11368,Anand Patel,21,Male,Single,Mumbai,Maharashtra,Graduate,Self-Employed,0,207803,LOAN21368,Education Loan,1361000,60,9.91,28856,Postgraduate Studies,2022-05-23,Approved,820,0,0,0.14,,,On Time,0,0,0,
CUST11369,Abhishek Kumar,34,Male,Single,Surat,Gujarat,12th Pass,Salaried,15,206065,LOAN21369,Business Loan,1974000,36,18.32,71682,Working Capital,2023-03-08,Approved,791,3,197988,1.31,,,Late,2,0,1,
CUST11370,Vikas Choudhary,35,Male,Married,Chennai,Tamil Nadu,Graduate,Salaried,13,77482,LOAN21370,Car Loan,770000,60,10.93,16714,New Car Purchase,2024-11-27,Approved,751,0,0,0.22,1097776,Yes,On Time,0,0,0,
CUST11371,Rakesh Verma,36,Female,Single,Pune,Maharashtra,12th Pass,Salaried,16,129249,LOAN21371,Car Loan,484000,60,10.1,10307,Used Car Purchase,2022-10-19,Approved,762,2,73728,0.65,491932,No,Late,1,0,32,
CUST11372,Rohit Chopra,23,Male,Single,Nagpur,Maharashtra,Graduate,Salaried,0,114226,LOAN21372,Personal Loan,383000,12,15.74,34702,Wedding Expenses,2024-08-18,Approved,643,0,0,0.3,355535,No,On Time,0,0,0,
CUST11373,Usha Reddy,43,Male,Single,Hyderabad,Telangana,12th Pass,Self-Employed,24,229133,LOAN21373,Home Loan,4857000,180,16.92,74474,Home Construction,2020-06-05,Approved,781,0,0,0.33,5275376,No,On Time,0,0,0,
CUST11374,Mohan Malhotra,29,Male,Married,Ahmedabad,Gujarat,Graduate,Self-Employed,5,174737,LOAN21374,Education Loan,1489000,60,13.86,34538,Abroad Studies,2021-03-01,Approved,745,2,114792,0.85,,Yes,On Time,0,0,0,
CUST11375,Pooja Malhotra,31,Male,Married,Bangalore,Karnataka,Post Graduate,Salaried,8,121320,LOAN21375,Business Loan,1553000,36,10.95,50806,Equipment Purchase,2024-07-20,Approved,740,2,74912,1.04,1576399,No,Defaulted,4,1,244,
CUST11376,Tanvi Choudhary,43,Female,Divorced,Bangalore,Karnataka,12th Pass,Salaried,23,129562,LOAN21376,Business Loan,3488000,36,11.43,114904,Working Capital,2020-02-05,Approved,552,2,124770,1.85,3465288,No,Late,12,1,594,1302248
CUST11377,Amit Arora,27,Female,Married,Nagpur,Maharashtra,Graduate,Salaried,6,226901,LOAN21377,Personal Loan,311000,12,16.93,28354,Debt Consolidation,2021-04-23,Approved,691,0,0,0.12,396219,No,On Time,0,0,0,
CUST11378,Rekha Singh,30,Male,Single,Kolkata,West Bengal,Graduate,Self-Employed,10,87210,LOAN21378,Education Loan,681000,120,16.32,11543,Abroad Studies,2020-02-17,Approved,720,0,0,0.13,957703,,On Time,0,0,0,
CUST11379,Deepak Kumar,21,Male,Married,Nagpur,Maharashtra,Graduate,Self-Employed,0,248926,LOAN21379,Car Loan,952000,48,14.72,26359,Used Car Purchase,2020-06-17,Approved,606,0,0,0.11,781130,No,On Time,0,0,0,
CUST11380,Sachin Sharma,48,Male,Married,Delhi,Delhi,Post Graduate,Self-Employed,27,105430,LOAN21380,Car Loan,598000,36,15.35,20832,Used Car Purchase,2020-04-18,Approved,757,3,52983,0.7,504554,Yes,On Time,0,0,0,
CUST11381,Ankita Mittal,42,Female,Divorced,Mumbai,Maharashtra,12th Pass,Salaried,18,228338,LOAN21381,Home Loan,2250000,240,7.86,18624,Home Purchase,2021-03-05,Approved,742,2,98070,0.51,2547879,,On Time,0,0,0,
CUST11382,Sneha Saxena,32,Male,Married,Lucknow,Uttar Pradesh,Graduate,Self-Employed,12,158889,LOAN21382,Home Loan,4980000,120,16.09,83701,Home Purchase,2024-12-16,Approved,643,0,0,0.53,4526380,No,On Time,0,0,0,
CUST11383,Ajay Bhatia,32,Male,Single,Bangalore,Karnataka,Graduate,Salaried,8,42573,LOAN21383,Business Loan,2889000,60,16.54,71086,Equipment Purchase,2024-11-11,Approved,567,0,0,1.67,3582592,,Defaulted,5,1,212,
CUST11384,Jyoti Yadav,47,Male,Single,Kolkata,West Bengal,Post Graduate,Salaried,27,232477,LOAN21384,Home Loan,7170000,300,13.25,82218,Home Purchase,2022-08-23,Approved,617,1,28035,0.47,8741097,,On Time,0,0,0,
CUST11385,Sachin Verma,23,Female,Married,Kolkata,West Bengal,Post Graduate,Salaried,4,138906,LOAN21385,Personal Loan,586000,12,16.07,53187,Debt Consolidation,2024-09-05,Approved,639,0,0,0.38,551989,No,On Time,0,0,0,
CUST11386,Vijay Kapoor,21,Female,Divorced,Pune,Maharashtra,Graduate,Salaried,1,200321,LOAN21386,Education Loan,515000,84,11.23,8880,Undergraduate Studies,2020-03-23,Approved,565,0,0,0.04,613756,,On Time,0,0,0,
CUST11387,Aarav Bansal,34,Female,Married,Hyderabad,Telangana,Graduate,Business Owner,12,424975,LOAN21387,Car Loan,1276000,84,7.85,19792,New Car Purchase,2023-08-26,Approved,636,0,0,0.05,1282650,Yes,On Time,0,0,0,
CUST11388,Ashok Desai,32,Male,Single,Chennai,Tamil Nadu,12th Pass,Salaried,12,167195,LOAN21388,Car Loan,379000,72,14.13,7835,Used Car Purchase,2023-02-03,Approved,631,1,56191,0.38,372066,Yes,On Time,0,0,0,
CUST11389,Rahul Singh,33,Female,Widowed,Chennai,Tamil Nadu,Graduate,Business Owner,13,335661,LOAN21389,Home Loan,7288000,120,10.2,97120,Home Construction,2023-11-28,Approved,658,4,114468,0.63,,,On Time,0,0,0,
CUST11390,Arjun Reddy,24,Male,Married,Pune,Maharashtra,Graduate,Salaried,0,100250,LOAN21390,Personal Loan,553000,12,9.89,48589,Travel,2020-04-05,Approved,746,4,314032,3.62,787998,No,On Time,0,0,0,
CUST11391,Ankita Chopra,39,Male,Single,Delhi,Delhi,Graduate,Business Owner,19,100621,LOAN21391,Home Loan,2648000,240,13.46,31895,Home Construction,2022-10-27,Approved,637,1,18645,0.5,2137341,Yes,On Time,0,0,0,
CUST11392,Varsha Sharma,21,Male,Single,Hyderabad,Telangana,Post Graduate,Business Owner,0,147954,LOAN21392,Personal Loan,99000,24,8.61,4505,Medical Emergency,2022-02-11,Approved,551,0,0,0.03,132120,No,On Time,0,0,0,
CUST11393,Tanvi Patil,48,Female,Divorced,Delhi,Delhi,12th Pass,Salaried,29,40418,LOAN21393,Business Loan,3268000,36,10.91,106850,Business Expansion,2020-07-10,Rejected,596,2,20822,3.16,4490656,No,,,,,
CUST11394,Vikas Naidu,33,Male,Married,Bangalore,Karnataka,Graduate,Salaried,10,189421,LOAN21394,Home Loan,5615000,300,16.91,80331,Home Purchase,2021-10-17,Approved,647,1,71926,0.8,5816421,Yes,On Time,0,0,0,
CUST11395,Akash Agarwal,43,Male,Divorced,Ahmedabad,Gujarat,Post Graduate,Salaried,21,235126,LOAN21395,Personal Loan,153000,24,10.08,7065,Travel,2024-04-15,Approved,691,1,75241,0.35,158960,Yes,Defaulted,12,1,562,71477
CUST11396,Abhishek Shah,43,Male,Married,Bangalore,Karnataka,12th Pass,Self-Employed,21,64224,LOAN21396,Business Loan,4150000,48,15.99,117590,Startup Funding,2024-05-02,Approved,739,0,0,1.83,3426550,,Late,11,1,564,
CUST11397,Rakesh Shinde,33,Male,Married,Lucknow,Uttar Pradesh,12th Pass,Business Owner,12,310531,LOAN21397,Home Loan,5959000,180,12.79,74574,Home Renovation,2020-05-05,Approved,773,1,38378,0.36,,Yes,On Time,0,0,0,
CUST11398,Poonam Agarwal,23,Male,Married,Bangalore,Karnataka,Graduate,Salaried,0,229216,LOAN21398,Personal Loan,366000,60,16.81,9058,Debt Consolidation,2023-10-07,Approved,586,0,0,0.04,334303,Yes,On Time,0,0,0,
CUST11399,Ravi Shah,35,Male,Single,Ahmedabad,Gujarat,Post Graduate,Salaried,12,179711,LOAN21399,Personal Loan,631000,60,16.67,15570,Medical Emergency,2022-07-07,Approved,638,1,64607,0.45,564918,No,Late,4,1,301,128801
CUST11400,Priya Rao,45,Male,Single,Ahmedabad,Gujarat,Graduate,Self-Employed,24,269427,LOAN21400,Home Loan,7301000,180,11.44,85011,Home Purchase,2021-03-22,Approved,680,0,0,0.32,8416335,Yes,On Time,0,0,0,
